title,id,authors,concepts
"Correction: Oveisgharan, S., et al. Evaluating the Preconditions of Two Remote Sensing SWE Retrieval Algorithms over the US, Remote Sensing 2020, 12, 2021",https://openalex.org/W3048613449,Xubin Zeng,"Computer science,Remote sensing,Geology"
A Hybrid Model for Lake Powell Inflow Prediction,https://openalex.org/W3048763994,"Samuel Edwin Potteiger,Xubin Zeng","Inflow,Environmental science,Geology,Oceanography"
Quantifying and attributing time step sensitivities in present-day climate simulations conducted with EAMv1,https://openalex.org/W3092801546,Xubin Zeng,"Truncation (statistics),Contrast (vision),Reduction (mathematics),Computer science,Fidelity,Climate model,Climate change,Environmental science,Sensitivity (control systems),Climate simulation,Systematic error,Truncation error,Econometrics,Statistics,Mathematics,Applied mathematics,Geology,Engineering,Telecommunications,Oceanography,Geometry,Artificial intelligence,Machine learning,Electronic engineering"
"Final Report of our DOE Project entitled ""Improving the interface processes in the DOE/ACME model""",https://openalex.org/W3217511446,"Xubin Zeng,Michael A. Brunke","Interface (matter),Design of experiments,Computer science,Engineering,Operating system,Statistics,Mathematics,Bubble,Maximum bubble pressure method"
"Data for publication Wan et al. (2020, JAMES), Improving time-step convergence in an atmosphere model with simplified physics: the impacts of closure assumption and process coupling",https://openalex.org/W4323920420,Xubin Zeng,"Closure (psychology),Atmosphere (unit),Convergence (economics),Coupling (piping),Statistical physics,Physics,Process (computing),Meteorology,Computer science,Engineering,Mechanical engineering,Economics,Programming language,Market economy,Economic growth"
BIG-TREE: Base-Edited Isogenic hPSC Line Generation Using a Transient Reporter for Editing Enrichment,https://openalex.org/W3003212746,"Nicholas Brookhouser,Stefan J. Tekel,Kylie Standage-Beier,Toan Nguyen,Grace Schwarz,Xiao Wang,David A. Brafman","Biology,CRISPR,Genome editing,Induced pluripotent stem cell,Computational biology,Cas9,Multiplex,Genetics,Gene,Embryonic stem cell"
A Cas9-mediated adenosine transient reporter enables enrichment of ABE-targeted cells,https://openalex.org/W3112886255,"Nicholas Brookhouser,Toan Nguyen,Stefan J. Tekel,Kylie Standage-Beier,Xiao Wang,David A. Brafman","Biology,mCherry,Genome editing,Green fluorescent protein,Cas9,CRISPR,Computational biology,Stop codon,Transfection,Context (archaeology),HEK 293 cells,Molecular biology,Genetics,Gene,Paleontology"
A transient reporter for editing enrichment (TREE) in human cells,https://openalex.org/W3135114983,"Kylie Standage-Beier,Stefan J. Tekel,Nicholas Brookhouser,Grace Schwarz,Toan Nguyen,Xiao Wang,David A. Brafman","Biology,Transient (computer programming),Tree (set theory),Computational biology,Cell biology,Programming language,Computer science,Mathematical analysis,Mathematics"
Latent Feature Extraction for Process Data via Multidimensional Scaling,https://openalex.org/W3035833574,Xueying Tang,"Multidimensional scaling,Computer science,Scaling,Feature (linguistics),Process (computing),Data mining,Statistics,Econometrics,Artificial intelligence,Mathematics,Machine learning,Linguistics,Philosophy,Geometry,Operating system"
An exploratory analysis of the latent structure of process data via action sequence autoencoders,https://openalex.org/W3028293885,Xueying Tang,"Computer science,Process (computing),Sequence (biology),Respondent,Autoencoder,Latent variable,Exploit,Data mining,Action (physics),Latent semantic analysis,Latent variable model,Artificial intelligence,Machine learning,Artificial neural network,Genetics,Physics,Computer security,Quantum mechanics,Political science,Law,Biology,Operating system"
ProcData: An R Package for Process Data Analysis,https://openalex.org/W3034332645,Xueying Tang,"Computer science,Process (computing),R package,Class (philosophy),Artificial neural network,Data mining,Data extraction,Artificial intelligence,Programming language,MEDLINE,Political science,Law"
Statistical Analysis of Multi-Relational Network Recovery,https://openalex.org/W3082041512,Xueying Tang,"Estimator,Minimax,Infinity,Consistency (knowledge bases),Mathematics,Applied mathematics,Class (philosophy),Random variable,Asymptotic analysis,Asymptotic analysis,Scale (ratio),Latent variable,Statistics,Mathematical optimization,Computer science,Discrete mathematics,Artificial intelligence,Mathematical analysis,Physics,Quantum mechanics"
Statistical Analysis of Multi-Relational Network Recovery,https://openalex.org/W3093153571,Xueying Tang,"Estimator,Mathematics,Minimax,Infinity,Consistency (knowledge bases),Applied mathematics,Class (philosophy),Asymptotic analysis,Random variable,Asymptotic analysis,Latent variable,Scale (ratio),Statistics,Mathematical optimization,Computer science,Discrete mathematics,Artificial intelligence,Mathematical analysis,Physics,Quantum mechanics"
Identification of animal individuals using deep learning: A case study of giant panda,https://openalex.org/W3000440540,Yichao Zeng,"Ailuropoda melanoleuca,Identification (biology),Artificial intelligence,Computer science,Convolutional neural network,Deep learning,Cartography,Ecology,Biology,Geography"
Species interactions have predictable impacts on diversification,https://openalex.org/W3097002042,"Yichao Zeng,John J. Wiens","Species richness,Biology,Ecology,Mutualism (biology),Diversification (marketing strategy),Predation,Competition (biology),Biodiversity,Pollination,Clade,Coexistence theory,Phylogenetics,Pollen,Biochemistry,Marketing,Gene,Business"
"A new (old) approach to genotype-based phylogenomic inference within species, with an example from the saguaro cactus (<i>Carnegiea gigantea</i>)",https://openalex.org/W3036327652,"Yichao Zeng,Martin F. Wojciechowski","Biology,Phylogenetic tree,Inference,Genome,Tree (set theory),Evolutionary biology,Population,Phylogenetics,Genetics,Gene,Mathematics,Computer science,Artificial intelligence,Mathematical analysis,Demography,Sociology"
Transcranial magnetic stimulation reveals diminished homoeostatic metaplasticity in cognitively impaired adults,https://openalex.org/W3107081100,"Mark Sundman,Kenneth Lim,Viet Ton That,Jack-Morgan Mizell,Chidi Ugonna,R. E. Rodriguez,Nan‐kuei Chen,Andrew J. Fuglevand,Yilin Liu,Robert Wilson,Jean-Marc Fellous,Steven Z. Rapcsak,Ying-hui Chou","Psychology,Neuroscience,Metaplasticity,Neuroplasticity,Brain stimulation,Transcranial magnetic stimulation,Cognition,Synaptic plasticity,Stimulation,Medicine,Receptor,Internal medicine"
Ensemble dimensionality reduction and feature gene extraction for single-cell RNA-seq data,https://openalex.org/W3102422728,"Xiaoxiao Sun,Yiwen Liu,Lingling An","Dimensionality reduction,Computer science,Embedding,Pattern recognition (psychology),Feature (linguistics),Curse of dimensionality,Reduction (mathematics),Artificial intelligence,Similarity (geometry),Feature extraction,Visualization,Stochastic gradient descent,Data mining,Mathematics,Image (mathematics),Artificial neural network,Philosophy,Linguistics,Geometry"
Geography-Aware Sequential Location Recommendation,https://openalex.org/W3080292238,Yong Ge,"Computer science,Recommender system,Encoder,Function (biology),Global Positioning System,Artificial intelligence,Artificial neural network,Data mining,Machine learning,Telecommunications,Evolutionary biology,Biology,Operating system"
Voice of Charity: Prospecting the Donation Recurrence &amp; Donor Retention in Crowdfunding,https://openalex.org/W2923450833,Yong Ge,"Donation,Censoring (clinical trials),Attrition,Computer science,Internet privacy,Organ donation,Psychology,Medicine,Transplantation,Political science,Surgery,Dentistry,Pathology,Law"
On Scalability of Association-rule-based Recommendation,https://openalex.org/W3048820656,Yong Ge,"Association rule learning,Computer science,Automatic summarization,Scalability,Recommender system,Data mining,Tree (set theory),Rule-based system,Variety (cybernetics),Machine learning,Information retrieval,Artificial intelligence,Database,Mathematical analysis,Mathematics"
AutoFS: Automated Feature Selection via Diversity-Aware Interactive Reinforcement Learning,https://openalex.org/W3126977517,Yong Ge,"Computer science,Reinforcement learning,Feature selection,Artificial intelligence,Feature (linguistics),Machine learning,Automation,Trainer,Engineering,Mechanical engineering,Philosophy,Linguistics,Programming language"
Travel Recommendation via Fusing Multi-Auxiliary Information into Matrix Factorization,https://openalex.org/W3011518473,Yong Ge,"Computer science,Recommender system,Matrix decomposition,Context (archaeology),Probabilistic logic,Product (mathematics),Suite,Tourism,Factorization,Data mining,Information retrieval,Artificial intelligence,Mathematics,Algorithm,Geography,Eigenvalues and eigenvectors,Physics,Geometry,Archaeology,Quantum mechanics"
Multi-User Mobile Sequential Recommendation for Route Optimization,https://openalex.org/W3038248204,Yong Ge,"Computer science,Simulated annealing,Perspective (graphical),Point (geometry),Feature (linguistics),Series (stratigraphy),Data mining,Mathematical optimization,Algorithm,Artificial intelligence,Mathematics,Biology,Paleontology,Linguistics,Philosophy,Geometry"
"DiffNet++: A Neural Influence and Interest Diffusion Network for Social
  Recommendation",https://openalex.org/W3004249040,Yong Ge,"Social network (sociolinguistics),Computer science,Leverage (statistics),Collaborative filtering,Social influence,Process (computing),Embedding,Social graph,Aggregate (composite),Recommender system,Artificial neural network,Social network analysis,Artificial intelligence,Machine learning,Social media,World Wide Web,Psychology,Social psychology,Materials science,Composite material,Operating system"
A Joint Neural Model for User Behavior Prediction on Social Networking Platforms,https://openalex.org/W3090813943,Yong Ge,"Computer science,Artificial neural network,Joint (building),Key (lock),Social behavior,Artificial intelligence,Machine learning,Core (optical fiber),Consumption (sociology),Computer security,Architectural engineering,Ecology,Telecommunications,Social science,Sociology,Engineering,Biology"
Explainable Recommender Systems via Resolving Learning Representations,https://openalex.org/W3094336927,Yong Ge,"Computer science,Recommender system,Representation (politics),Process (computing),Transparency (behavior),Graph,Feature learning,Artificial intelligence,Machine learning,Collaborative filtering,Matching (statistics),Information retrieval,Theoretical computer science,Statistics,Computer security,Mathematics,Politics,Political science,Law,Operating system"
Route Recommendations for Intelligent Transportation Services,https://openalex.org/W2970454853,Yong Ge,"Computer science,Scalability,Global Positioning System,Constraint (computer-aided design),Mobile device,Sequence (biology),Track (disk drive),Database,World Wide Web,Engineering,Mechanical engineering,Telecommunications,Biology,Genetics,Operating system"
"AutoFS: Automated Feature Selection via Diversity-aware Interactive
  Reinforcement Learning",https://openalex.org/W3080569688,Yong Ge,"Reinforcement learning,Computer science,Feature selection,Feature (linguistics),Artificial intelligence,Machine learning,Trainer,Automation,Selection (genetic algorithm),Dilemma,Engineering,Mechanical engineering,Philosophy,Linguistics,Epistemology,Programming language"
PMH26 ASSOCIATION BETWEEN DOSE AND DURATION PATTERNS OF OPIOID AND BENZODIAZEPINE USE AND RISK OF OVERDOSE AMONG US MEDICARE BENEFICIARIES: A GROUP-BASED MULTI-TRAJECTORY MODEL,https://openalex.org/W3027270900,"Yong Ge,J.K. Lee,C. Kent Kwoh","Medicine,Benzodiazepine,Opioid,Opioid overdose,Drug overdose,Cohort,Anesthesia,Retrospective cohort study,Hazard ratio,Poison control,Internal medicine,Emergency medicine,Confidence interval,(+)-Naloxone,Receptor"
Explainable Recommender Systems via Resolving Learning Representations,https://openalex.org/W3081144008,Yong Ge,"Computer science,Recommender system,Representation (politics),Transparency (behavior),Process (computing),Graph,Matching (statistics),Collaborative filtering,Artificial intelligence,Feature learning,Machine learning,Information retrieval,Theoretical computer science,Statistics,Computer security,Mathematics,Politics,Political science,Law,Operating system"
"Interactive Reinforcement Learning for Feature Selection with Decision
  Tree in the Loop",https://openalex.org/W3091931658,Yong Ge,"Reinforcement learning,Computer science,Feature selection,Feature (linguistics),Artificial intelligence,Machine learning,Feature learning,Decision tree,Tree (set theory),Graph,Theoretical computer science,Mathematical analysis,Philosophy,Linguistics,Mathematics"
What Will Be Popular Next? Predicting Hotspots in Two-mode Social Networks,https://openalex.org/W3145472155,Yong Ge,"Social network (sociolinguistics),Social learning,Social heuristics,Computer science,Operationalization,Social computing,Process (computing),Interdependence,Social relation,Artificial intelligence,Social competence,Social media,Knowledge management,Social change,Social psychology,World Wide Web,Psychology,Sociology,Political science,Social science,Philosophy,Epistemology,Law,Operating system"
Using social media to promote academic research: Identifying the benefits of twitter for sharing academic work,https://openalex.org/W3014990176,"Samara Klar,Yotam Shmargad","Citation,Social media,Microblogging,Dissemination,Scholarly communication,Tracking (education),Altmetrics,Information Dissemination,Citation analysis,Public relations,Politics,Sociology,Audience measurement,Media studies,Data science,Political science,World Wide Web,Publishing,Computer science,Pedagogy,Law"
Sorting the News: How Ranking by Popularity Polarizes Our Politics,https://openalex.org/W3011271423,"Yotam Shmargad,Samara Klar","Popularity,Politics,Ranking (information retrieval),Ideology,Sorting,Order (exchange),Reading (process),Advertising,Political science,Social media,Internet privacy,Public relations,Sociology,Social psychology,Computer science,Psychology,Economics,Business,Law,Information retrieval,Finance,Programming language"
Social Media Influence and Electoral Competition,https://openalex.org/W3006832257,"Yotam Shmargad,Lisa Sanchez","Social media,Competition (biology),Political science,Commission,Campaign finance,Skepticism,Democracy,Promotion (chess),Advertising,Public relations,Public administration,Business,Law,Politics,Ecology,Philosophy,Epistemology,Biology"
Evidence in support of chromosomal sex influencing plasma based metabolome vs APOE genotype influencing brain metabolome profile in humanized APOE male and female mice,https://openalex.org/W3000396395,"Yuan Shang,Aarti Mishra,Tian Wang,Yiwei Wang,Shuhua Chen,Zisu Mao,Loi Do,Adam Bernstein,Theodore P. Trouard,Roberta Dı́az Brinton","Metabolome,Biology,Apolipoprotein E,Metabolomics,Transcriptome,Genotype,White matter,Endocrinology,Internal medicine,Disease,Bioinformatics,Genetics,Medicine,Gene,Gene expression,Magnetic resonance imaging,Radiology"
Midlife Chronological and Endocrinological Transitions in Brain Metabolism: System Biology Basis for Increased Alzheimer’s Risk in Female Brain,https://openalex.org/W3026132790,"Yiwei Wang,Yuan Shang,Aarti Mishra,Fei Yin,Roberta Dı́az Brinton","Metabolomics,Bioenergetics,Transcriptome,Biology,Brain aging,Neuroimaging,Aging brain,Brain function,Disease,Neuroscience,Bioinformatics,Physiology,Endocrinology,Internal medicine,Medicine,Mitochondrion,Cell biology,Biochemistry,Cognition,Gene expression,Gene"
Dynamic Neuroimmune Profile during Mid-life Aging in the Female Brain and Implications for Alzheimer Risk,https://openalex.org/W3101655514,"Aarti Mishra,Yuan Shang,Yiwei Wang,Fei Yin,Roberta Dı́az Brinton","Neuroinflammation,Endocrine system,Hippocampus,Inflammation,Alzheimer's disease,Neuroscience,Aging brain,Ageing,Disease,Microarray,Psychology,Medicine,Physiology,Internal medicine,Biology,Hormone,Biochemistry,Gene expression,Gene"
A Super Scalable Algorithm for Short Segment Detection,https://openalex.org/W3016438078,"Ning Hao,Yue Niu","Scalability,Computer science,Algorithm,Nonparametric statistics,Noise (video),Data mining,Sequence (biology),Gaussian,Pattern recognition (psychology),Artificial intelligence,Mathematics,Statistics,Physics,Quantum mechanics,Database,Biology,Image (mathematics),Genetics"
A super scalable algorithm for short segment detection,https://openalex.org/W3013555443,"Ning Hao,Yue Niu","Computer science,Scalability,Noise (video),Algorithm,Nonparametric statistics,Sequence (biology),Gaussian,Data mining,Pattern recognition (psychology),Artificial intelligence,Mathematics,Statistics,Physics,Quantum mechanics,Database,Biology,Image (mathematics),Genetics"
A pole-to-pole pressure–temperature map of Saturn’s thermosphere from Cassini Grand Finale data,https://openalex.org/W3129739153,"Zarah Brown,Tommi Koskinen","Thermosphere,Latitude,Zonal and meridional,Atmospheric sciences,Geology,Ionosphere,Physics,Drag,Dynamic pressure,Saturn,Planet,Geophysics,Astrophysics,Astronomy,Mechanics"
ScienceExamCER: A high-density fine-grained science-domain corpus for common entity recognition,https://openalex.org/W3029384143,"Hannah Smith,Zeyu Zhang,John Culnan","Computer science,Natural language processing,Artificial intelligence,Task (project management),Domain (mathematical analysis),Class (philosophy),Named-entity recognition,Limiting,Entity linking,Information retrieval,Knowledge base,Mathematics,Mechanical engineering,Mathematical analysis,Management,Engineering,Economics"
Expanding the Role of Preambles to Support User-defined Functionality in MIMO-based WLANs,https://openalex.org/W3047606495,"Zhengguang Zhang,Marwan Krunz","Preamble,Header,Computer science,PHY,Physical layer,Frame (networking),Computer network,MIMO,Encryption,Channel (broadcasting),Telecommunications,Wireless"
Egln1 Deficiency Controls Macrophage Polarization Mediating Obliterative Pulmonary Vascular Remodeling and Severe PAH,https://openalex.org/W3041077498,Zhiyu Dai,"Macrophage polarization,Macrophage,Medicine,Chemistry,Biochemistry,In vitro"
Single-Cell Transcriptomes Identify Endothelial TMEM100 Playing a Pathogenic Role in Pulmonary Arterial Hypertension,https://openalex.org/W3041479124,Zhiyu Dai,"Transcriptome,Pulmonary hypertension,Cell,Medicine,Computational biology,Cardiology,Biology,Genetics,Gene,Gene expression"
GCN2 Mediates Hypoxia-Induced Pulmonary Hypertension Through Endothelin-1,https://openalex.org/W3041892646,Zhiyu Dai,"Hypoxia (environmental),Pulmonary hypertension,Endothelin receptor,Cardiology,Chemistry,Internal medicine,Medicine,Oxygen,Receptor,Organic chemistry"
Predictive network modeling in human induced pluripotent stem cells identifies key driver genes for insulin responsiveness,https://openalex.org/W3117238028,"Kuixi Zhu,Sara Moein,Melissa Alamprese,Rui Chang","Induced pluripotent stem cell,Insulin resistance,Biology,Genome-wide association study,Computational biology,Gene regulatory network,Gene,Insulin,Type 2 diabetes,Transcriptome,Genetics,Bioinformatics,Gene expression,Diabetes mellitus,Endocrinology,Single-nucleotide polymorphism,Genotype,Embryonic stem cell"
Single Cell-type Integrative Network Modeling Identified Novel Microglial-specific Targets for the Phagosome in Alzheimer’s disease,https://openalex.org/W3034446582,"Kuixi Zhu,Sara Moein,Melissa Alamprese,Rui Chang","Microglia,Master regulator,Computational biology,Transcriptome,Disease,Neuroscience,Regulator,Phagocytosis,Systems biology,Biology,Phagosome,Gene regulatory network,Cell type,Computer science,Gene,Medicine,Cell,Immunology,Inflammation,Genetics,Gene expression,Transcription factor,Pathology"
A multi-scale residual network for accelerated radial MR parameter mapping,https://openalex.org/W3082676595,"Zhiyang Fu,Sagar Mandava,Mahesh Bharath Keerthivasan,Zhitao Li,Kevin M. Johnson,Diego R. Martín,María I. Altbach,Ali Bilgin","Artificial intelligence,Computer science,Undersampling,Residual,Pattern recognition (psychology),Contrast (vision),Computer vision,Artifact (error),Subspace topology,Algorithm"
A residual dense network assisted sparse view reconstruction for breast computed tomography,https://openalex.org/W3109797611,"Zhiyang Fu,Hsin Wu Tseng,Srinivasan Vedantham,Andrew Karellas,Ali Bilgin","Residual,Computer science,Artificial intelligence,Deep learning,Projection (relational algebra),Compressed sensing,Breast imaging,Computer vision,Iterative reconstruction,Algorithm,Medicine,Mammography,Breast cancer,Cancer,Internal medicine"
Changes in the water footprint of urban green spaces over time,https://openalex.org/W3161409725,"Armando Barreto Munoz,Kamel Didan","Water use,Water conservation,Green infrastructure,Environmental science,Sustainability,Greening,Water resources,Footprint,Water resource management,Water consumption,Ecological footprint,Water scarcity,Water efficiency,Environmental engineering,Geography,Environmental planning,Ecology,Archaeology,Biology"
Differences in white matter integrity and hippocampal volumetrics across APOE genotype mice: A blinded preliminary study,https://openalex.org/W4206087112,"Avnish Bhattrai,Adam C. Raikes,Aarti Mishra,Roberta Dı́az Brinton","Fractional anisotropy,Apolipoprotein E,White matter,Diffusion MRI,Hippocampal formation,Genotype,Medicine,Neuroimaging,Brain size,Nuclear medicine,Magnetic resonance imaging,Pathology,Internal medicine,Neuroscience,Biology,Radiology,Disease,Genetics,Gene"
Investigation of the Recovery Stroke and ATP Hydrolysis and Changes Caused Due to the Cardiomyopathic Point Mutations in Human Cardiac β Myosin,https://openalex.org/W3171739214,"Ananya Chakraborti,Anthony P. Baldo,Jil C. Tardiff,Steven D. Schwartz","ATP hydrolysis,Myosin,Adenosine triphosphate,Biophysics,ATPase,Allosteric regulation,Conformational change,Chemistry,Actin,Point mutation,Biochemistry,Mutation,Biology,Enzyme,Gene"
Modeling the energy consumption of potable water reuse schemes,https://openalex.org/W3214875857,"Mojtaba Azadi Aghdam,Andrea Achilli","Reuse,Potable water,Energy consumption,Reverse osmosis,Wastewater reuse,Desalination,Efficient energy use,Environmental science,Consumption (sociology),Environmental engineering,Wastewater,Water supply,Fresh water,Process engineering,Waste management,Engineering,Membrane,Social science,Electrical engineering,Biology,Sociology,Genetics"
Membrane Distillation Provides a Dual Barrier for Coronavirus and Bacteriophage Removal,https://openalex.org/W3179580314,"Mukta Hardikar,Luisa A. Ikner,Varinia Felix,Luke K. Presson,Andrew B. Rabe,Kerri L. Hickenbottom,Andrea Achilli","Membrane distillation,Reverse osmosis,Wastewater,Ultrafiltration (renal),Effluent,Chemistry,Microfiltration,Membrane,Murine norovirus,Virus,Bacteriophage MS2,Norovirus,Membrane technology,Filtration (mathematics),Chromatography,Desalination,Bacteriophage,Virology,Biology,Environmental science,Environmental engineering,Escherichia coli,Biochemistry,Statistics,Mathematics,Gene"
Evidence of solution-diffusion-with-defects in an engineering-scale pressure retarded osmosis system,https://openalex.org/W3127675265,"Zachary M. Binger,Andrea Achilli","Energy recovery,Reverse osmosis,Desalination,Energy consumption,Osmotic power,Process engineering,Pressure-retarded osmosis,Environmental science,Membrane,Materials science,Environmental engineering,Engineering,Chemistry,Forward osmosis,Energy (signal processing),Mathematics,Electrical engineering,Biochemistry,Statistics"
"Multiscale mapping of plant functional groups and plant traits in the High Arctic using field spectroscopy, UAV imagery and Sentinel-2A data",https://openalex.org/W3153034277,"Shuli Chen,Adam Chmurzynski,Yaoqi Li,Brian S. Maitner,Brian J. Enquist","Tundra,Environmental science,Arctic,Remote sensing,Vegetation (pathology),Multispectral image,Arctic vegetation,Satellite imagery,Physical geography,Ecology,Geography,Biology,Medicine,Pathology"
Lunar-like silicate material forms the Earth quasi-satellite (469219) 2016 HO3 Kamoʻoalewa,https://openalex.org/W3214279814,"Benjamin Sharkey,V. Reddy,Renu Malhotra,O. Kuhn,Albert Conrad,Barry Rothberg,D. E. Thompson,Christian Veillet","Astrobiology,Asteroid,Solar System,Space weathering,Silicate,Satellite,Astronomy,Earth (classical element),Spitzer Space Telescope,Physics,Geology,Telescope"
Resolving Io’s Volcanoes from a Mutual Event Observation at the Large Binocular Telescope,https://openalex.org/W2744063399,"Jarron Leisenring,Albert Conrad,Philip Hinz,Christian Veillet","Lava,Volcano,Geology,Volcanism,Context (archaeology),Large Binocular Telescope,Astronomy,Telescope,Seismology,Physics,Paleontology,Tectonics"
"Is frequent sighing an indicator of dispositional negative emotionality? A multi-sample, multi-measure naturalistic-observation study",https://openalex.org/W3107107557,"Alexander Danvers,Allison Mary Tackman,David A. Sbarra,Matthias R. Mehl","Psychology,Emotionality,Negative affectivity,Developmental psychology,Anxiety,Neuroticism,Extraversion and introversion,Loneliness,Experience sampling method,Personality,Social psychology,Big Five personality traits,Psychiatry"
Automated annotation of learner English,https://openalex.org/W3113032784,"Adriana Picoral,Shelley Staples,Randi Reppen","Annotation,Computer science,Natural language processing,Argumentative,Artificial intelligence,Parsing,Focus (optics),Linguistics,Arabic,Philosophy,Physics,Optics"
"Citation practices of L2 writers in first-year writing courses: Form, rhetorical function, and connection with pedagogical materials",https://openalex.org/W3170299438,"Adriana Picoral,Shelley Staples","Citation,Rhetorical question,Sentence,Attribution,Function (biology),Academic writing,Mathematics education,Coding (social sciences),Computer science,Linguistics,Psychology,Sociology,Library science,Artificial intelligence,Philosophy,Social psychology,Social science,Evolutionary biology,Biology"
Preface to the 27th Issue of JSLAT,https://openalex.org/W3193441640,Adriana Picoral,Computer science
Sex and region-specific effects of variable stress on microglia morphology,https://openalex.org/W3213147946,Alisa Huskey,"Microglia,Dentate gyrus,Hippocampus,Minocycline,Neuroscience,Psychology,Medicine,Internal medicine,Inflammation,Biology,Microbiology,Antibiotics"
"315 Athlete Sleep and Mental Health: Differences by Gender, Race, and Ethnicity",https://openalex.org/W3159882035,"Alisa Huskey,Kelly Kim,Sarah E. Emert,Alex Auerbach,Rachel Webb,Michelle Skog,Michael Grandner,Daniel J. Taylor","Mental health,Athletes,Ethnic group,Sleep (system call),Pacific islanders,Clinical psychology,Psychology,Sleep disorder,Psychiatry,Medicine,Gerontology,Physical therapy,Cognition,Sociology,Anthropology,Computer science,Operating system"
064 Higher Resting HRV Enhances Protective Effects of Self-Reported Resilience Against the Impact of Poor Sleep Quality on PTSS,https://openalex.org/W3157233876,"Alisa Huskey,Daniel J. Taylor","Heart rate variability,Pittsburgh Sleep Quality Index,Sleep (system call),Clinical psychology,Psychology,Psychological resilience,Medicine,Sleep quality,Sleep disorder,Heart rate,Internal medicine,Audiology,Psychiatry,Cognition,Blood pressure,Computer science,Psychotherapist,Operating system"
103 Young Adult’s Sleep Efficiency is Positively Related to Risky Decision- Making in Novel BART,https://openalex.org/W3157429655,"Nicole Duby,Jack Morgan Mizell,Alisa Huskey,Sophie Wardle,Daniel J. Taylor,Robert Wilson","Checklist,Psychology,Sleep (system call),Clinical psychology,Task (project management),Cognition,Young adult,Developmental psychology,Psychiatry,Cognitive psychology,Management,Computer science,Economics,Operating system"
Vascular deficiencies in renal organoids and ex vivo kidney organogenesis,https://openalex.org/W3161158838,Ashwani Gupta,"Organoid,Biology,Nephron,Ex vivo,Kidney,Embryonic stem cell,Transplantation,Kidney development,Induced pluripotent stem cell,Renal stem cell,Stem cell,Cell biology,Pathology,Internal medicine,In vivo,Progenitor cell,Endocrinology,Medicine,Biochemistry,Biotechnology,Gene"
Electrophysiological connectivity markers of preserved language functions in post-stroke aphasia,https://openalex.org/W3216926569,Aneta Kielar,"Aphasia,Magnetoencephalography,Stroke (engine),Lateralization of brain function,Electrophysiology,Psychology,Neuroscience,Audiology,Medicine,Electroencephalography,Physics,Thermodynamics"
Circadian Sleep-Activity Rhythm across Ages in Down Syndrome,https://openalex.org/W3208976259,"Annalysa Lovos,Kenneth Bottrill,Elizabeth Egleson,Alison Luongo,Jamie O. Edgin","Actigraphy,Circadian rhythm,Psychology,Audiology,Effects of sleep deprivation on cognitive performance,Cognition,Rhythm,Sleep onset,Insomnia,Recall,Developmental psychology,Delayed sleep phase,Clinical psychology,Sleep disorder,Medicine,Psychiatry,Neuroscience,Internal medicine,Cognitive psychology"
RANC: Reconfigurable Architecture for Neuromorphic Computing,https://openalex.org/W3105821806,"Joshua Mack,Kris Rockowitz,Michael Inouye,Spencer Valancius,Nirmal Kumbhare,Sahil Hassan,John Mixter,Ali Akoglu","Neuromorphic engineering,Computer architecture,Computer science,Emulation,Reconfigurable computing,Field-programmable gate array,Embedded system,Artificial neural network,Distributed computing,Artificial intelligence,Economics,Economic growth"
Putting Data Science Pipelines on the Edge.,https://openalex.org/W3139431807,Ali Akoglu,"Computer science,Pipeline transport,Middleware (distributed applications),Workload,Distributed computing,Architecture,Enhanced Data Rates for GSM Evolution,Resource (disambiguation),Data management,Embedded system,Software engineering,Operating system,Database,Computer network,Engineering,Art,Telecommunications,Environmental engineering,Visual arts"
Putting Data Science Pipelines on the Edge,https://openalex.org/W4206813514,Ali Akoglu,"Computer science,Middleware (distributed applications),Workload,Pipeline transport,Distributed computing,Architecture,Resource (disambiguation),Enhanced Data Rates for GSM Evolution,Service (business),Embedded system,Operating system,Computer network,Engineering,Art,Telecommunications,Economy,Environmental engineering,Economics,Visual arts"
FPGA-based Minimal Latency HEFT Scheduler for Heterogeneous Computing,https://openalex.org/W3207218817,"Joshua Mack,Nirmal Kumbhare,Ali Akoglu","Computer science,Porting,Latency (audio),Field-programmable gate array,Parallel computing,Scheduling (production processes),Directed acyclic graph,Workload,Embedded system,Operating system,Software,Algorithm,Telecommunications,Operations management,Economics"
JITA4DS: Disaggregated execution of Data Science Pipelines between the Edge and the Data Centre,https://openalex.org/W3191575589,"Ali Akoglu,Sahil Hassan","Computer science,Pipeline transport,Scheduling (production processes),Distributed computing,Data management,Pipeline (software),Data processing,Operating system,Database,Engineering,Operations management,Environmental engineering"
JITA4DS: Disaggregated Execution of Data Science Pipelines Between the Edge and the Data Centre,https://openalex.org/W3215926769,"Ali Akoglu,Sahil Hassan","Computer science,Pipeline transport,Distributed computing,Scheduling (production processes),Data management,Data sharing,Database,Engineering,Medicine,Operations management,Alternative medicine,Pathology,Environmental engineering"
Phenylboronic acid functionalized helical long period grating for glucose sensing,https://openalex.org/W3157209082,Alan Kost,"Cladding mode,Phenylboronic acid,Cladding (metalworking),Grating,Materials science,Long-period fiber grating,Optical fiber,Fiber optic sensor,Optics,Fiber,Analytical Chemistry (journal),Chemistry,Optoelectronics,Chromatography,Composite material,Graded-index fiber,Polarization-maintaining optical fiber,Organic chemistry,Catalysis,Physics"
